lon,lat,eastVel,northVel,eastSig,northSig,corr,other1,tog,name,upVel,upSig,eastAdj,northAdj,upAdj,
247.775,42.344,-0.217,0.304,0,0,0.119,161,1,"P99X_GPS  ",0,1,0,0,0,
247.773,32.839,0.518,-0.448,0,0,0.028,2,1,"LINN_GPS  ",0,1,0,0,0,
269.307,38.739,0.055,-0.014,0,0,0,2,1,"SIDC_GPS  ",0,1,0,0,0,
247.772,33.451,0.444,-0.415,0,0,0,2,1,"SRP1_GPS  ",0,1,0,0,0,
269.31,34.114,0.069,-0.009,0,0,0,2,1,"MSB9_GPS  ",0,1,0,0,0,
269.31,34.115,0.069,-0.009,0,0,0,2,1,"MSB0_GPS  ",0,1,0,0,0,
247.77,41.016,-0.48,-0.06,0,0,0,161,1,"NAIU_GPS  ",0,1,0,0,0,
247.77,43.839,-0.105,-0.45,0,0,0.008,164,1,"TERR_GPS  ",0,1,0,0,0,
247.765,41.042,-0.471,-0.053,0,0,0,161,1,"BENN_GPS  ",0,1,0,0,0,
247.764,44.068,-0.182,-0.504,0,0,-0.033,164,1,"I132_GPS  ",0,1,0,0,0,
247.758,39.14,-0.43,-0.074,0,0,0.01,161,1,"G200_GPS  ",0,1,0,0,0,
269.326,42.456,0.044,-0.018,0,0,0,2,1,"IADU_GPS  ",0,1,0,0,0,
247.753,41.592,-0.287,0.029,0,0,0,161,1,"LTUT_GPS  ",0,1,0,0,0,
269.33,40.458,0.05,-0.016,0,0,0,2,1,"ILM0_GPS  ",0,1,0,0,0,
247.747,40.635,-0.306,-0.153,0,0,0,161,1,"ERDA_GPS  ",0,1,0,0,0,
247.746,40.702,-0.345,-0.145,0,0,0,161,1,"LAKE_GPS  ",0,1,0,0,0,
247.739,45.061,0.096,-0.027,0,0,0.005,102,1,"SWET_GPS  ",0,1,0,0,0,
247.738,39.459,-0.292,-0.096,0,0,0,161,1,"P106_GPS  ",0,1,0,0,0,
269.351,38.806,0.055,-0.014,0,0,0,2,1,"MOS9_GPS  ",0,1,0,0,0,
269.355,42.074,0.045,-0.017,0,0,0,2,1,"IAMQ_GPS  ",0,1,0,0,0,
269.356,38.665,0.056,-0.014,0,0,0,2,1,"SRDX_GPS  ",0,1,0,0,0,
247.718,40.649,-0.287,-0.151,0,0,0,161,1,"P086_GPS  ",0,1,0,0,0,
269.37,15.458,-2.539,-0.085,0,0,0.043,2,1,"PAM0_Fra  ",0,1,0,0,0,
269.37,41.61,0.046,-0.017,0,0,0,2,1,"IADA_GPS  ",0,1,0,0,0,
247.692,33.834,0.424,-0.403,0,0,0.052,2,1,"LAKE_GPS  ",0,1,0,0,0,
247.682,34.588,0.391,-0.367,0,0,0,2,1,"AZPV_GPS  ",0,1,0,0,0,
247.674,44.338,-0.365,-0.778,0,0,0,164,1,"PZCG_GPS  ",0,1,0,0,0,
247.668,41.635,-0.224,0.015,0,0,0,161,1,"P122_GPS  ",0,1,0,0,0,
247.662,43.54,-0.057,-0.433,0,0,0.003,164,1,"BUSH_GPS  ",0,1,0,0,0,
269.427,34.217,0.068,-0.009,0,0,0,2,1,"EDC0_GPS  ",0,1,0,0,0,
247.643,36.17,0.377,-0.332,0,0,0.048,2,1,"SIGN_GPS  ",0,1,0,0,0,
247.642,42.156,-0.158,0.145,0,0,0.108,161,1,"A811_GPS  ",0,1,0,0,0,
247.642,44.906,0.074,-0.001,0,0,0.001,102,1,"PRIC_GPS  ",0,1,0,0,0,
269.438,50.704,0.016,-0.023,0,0,0,2,1,"C122_GPS  ",0,1,0,0,0,
247.639,40.078,-0.116,-0.123,0,0,0,161,1,"P016_GPS  ",0,1,0,0,0,
247.628,42.87,-0.133,-0.702,0,0,0,164,1,"PTIG_GPS  ",0,1,0,0,0,
269.46,19.845,-0.036,0.022,0,0,0.029,2,1,"CAMP_GPS  ",0,1,0,0,0,
269.469,43.23,0.041,-0.018,0,0,0,2,1,"BLRW_GPS  ",0,1,0,0,0,
269.473,19.853,-0.036,0.021,0,0,0,2,1,"ICA0_GPS  ",0,1,0,0,0,
269.478,14.59,4.396,0.861,0,0,0.118,241,1,"GUAT_Fra  ",0,1,0,0,0,
269.48,14.59,4.389,0.867,0,0,0,241,1,"GUAT_GPS  ",0,1,0,0,0,
269.481,36.059,0.063,-0.011,0,0,0,2,1,"ARPG_GPS  ",0,1,0,0,0,
247.599,42.826,-0.14,-0.757,0,0,-0.036,164,1,"I585_GPS  ",0,1,0,0,0,
247.591,40.337,-0.109,-0.143,0,0,0,161,1,"V175_GPS  ",0,1,0,0,0,
247.59,53.565,0.032,-0.1,0,0,0,2,1,"C301_GPS  ",0,1,0,0,0,
247.577,42.855,-0.126,-0.709,0,0,-0.024,164,1,"POCR_GPS  ",0,1,0,0,0,
247.572,40.474,-0.129,-0.149,0,0,0,161,1,"P115_GPS  ",0,1,0,0,0,
247.568,42.866,-0.12,-0.693,0,0,0,164,1,"IDPO_GPS  ",0,1,0,0,0,
269.515,37.845,0.058,-0.013,0,0,0,2,1,"MACC_GPS  ",0,1,0,0,0,
269.523,39.665,0.052,-0.015,0,0,0,2,1,"WNCI_GPS  ",0,1,0,0,0,
269.532,30.513,0.076,-0.003,0,0,0,2,1,"HAMM_GPS  ",0,1,0,0,0,
247.547,34.522,0.404,-0.382,0,0,0.043,2,1,"SENA_GPS  ",0,1,0,0,0,
247.545,35.342,0.383,-0.354,0,0,0,2,1,"FERN_GPS  ",0,1,0,0,0,
358.549,50.931,0.052,-0.054,0,0,0,1,1,"OSHQ_GPS  ",0,1,0,0,0,
358.551,38.041,0.107,-0.156,0,0,0,1,1,"MULA_GPS  ",0,1,0,0,0,
358.559,42.378,0.05,-0.064,0,0,0,1,1,"CARC_GPS  ",0,1,0,0,0,
358.562,51.149,0.053,-0.054,0,0,0,1,1,"CHIO_GPS  ",0,1,0,0,0,
358.567,55.009,0.066,-0.059,0,0,0,1,1,"NSL0_GPS  ",0,1,0,0,0,
358.571,46.693,0.045,-0.054,0,0,0,1,1,"RYON_GPS  ",0,1,0,0,0,
358.575,37.658,0.414,-0.211,0,0,0.001,1,1,"GANU_GPS  ",0,1,0,0,0,
158.469,-75.796,0,-0.004,0,0,0,4,1,"BRIP_GPS  ",0,1,0,0,0,
358.62,53.483,0.06,-0.057,0,0,0,1,1,"HOOB_GPS  ",0,1,0,0,0,
